6490695,NCT04627337,"",All,18 Years,N/A,No,"","
        Inclusion Criteria:

          -  Adult patients

          -  Diagnosis of Irritable Bowel syndrome according to Rome III criteria

          -  Diagnosis of concomitant small intestinal bacterial overgorwth (SIBO) by breath test

        Exclusion Criteria:

          -  Pregnancy

          -  Diagnosis of Celiac disease

          -  Diagnosis of Inflammatory Bowel Disease or other immune-mediated gastrointestinal
             conditions

          -  Immunosuppression

          -  Diagnosis of active cancer
      ","",
6490696,NCT04627324,"",All,N/A,N/A,Accepts Healthy Volunteers,"","
        Inclusion Criteria:

          -  Participants with poor oral conditions need more toothbrush instruction

          -  Participants were required to have their gingivitis and baseline plaque scores >1.5
             (the Turesky Modification of the Quigley-Hein index)

        Exclusion Criteria:

          -  if they had gross dental caries or orthodontic appliances, or were medically
             compromised.
      ","",
6490739,NCT04626765,"",All,1 Year,18 Years,No,"","
        Inclusion criteria：

          1. The treat history meeting the following criteria:

             Recurrence of lymphoma patients with imaging (CT/MRI/PET-CT) detection and
             pathological diagnosis, or recurrence including bone marrow morphology relapse and the
             MRD recurrence of myeloma patients or leukemia patients, after chemotherapy or stem
             cell transplantation; Can't get complete remission (including MRD positive) after more
             than twice repeated chemotherapy of incipient lymphoma, myeloma or leukemia patients;
             One or twice chemotherapy cannot get remission again (including MRD positive), but not
             suitable for chemotherapy of incipient lymphoma, myeloma or leukemia patients.

          2. There is a measurable lesions before treatment at least;

          3. ECOG score≤2;

          4. To be aged 1 to 18 years;

          5. More than a month lifetime from the consent signing date

        Exclusion Criteria:

          1. Serious cardiac insufficiency, left ventricular ejection fraction<50%;

          2. Has a history of severe pulmonary function damaging;

          3. Merging other progressing malignant tumor;

          4. Merging uncontrolled infection;

          5. Merging the metabolic diseases (except diabetes);

          6. Merging severe autoimmune diseases or immunodeficiency disease;

          7. Patients with active hepatitis B or hepatitis C;

          8. Patients with HIV infection;

          9. Has a history of serious allergies on Biological products (including antibiotics);

         10. Has acute GvHD on allogeneic hematopoietic stem cell transplantation patients after
             stopping immunosuppressants a month;

         11. Any situation that would increase dangerousness of subjects or disturb the outcome of
             the clinical study according to the researcher's evaluation.
      ","",
6490697,NCT04627311,Probability Sample,All,18 Years,N/A,No,"Consecutive individuals referred to the hospital-based Cardiac Rehabilitation programme
        through the Cardiology unit at Santa Caterina Hospital of Girona, after suffering an ACS,
        with a 3-year period follow-up. A target population of 227 patients were referred to the CR
        unit during this period. According to inclusion and exclusion criteria, 213 patients were
        recruited in the retrospective analysis of Girona's health region.","
        Inclusion Criteria:

          -  Patients enrolled in the hospital-based Cardiac Rehabilitation programme of Santa
             Caterina Hospital of Girona from January 2008, with a 3-year period follow-up.

          -  Patients diagnosed with ACS - including STEMI, NSTEMI and unstable angina (UA)
             admitted in the cardiology unit of Santa Caterina Hospital of Girona and Hospital
             Universitari Dr. Josep Trueta of Girona.

          -  Patients able to read the information paper and to provide written informed consent of
             the Cardiac Rehabilitation programme of the Santa Caterina Hospital.

        Exclusion Criteria:

          -  Patients enrolled in the hospital-based Cardiac Rehabilitation programme of Santa
             Caterina Hospital of Girona with a different diagnosis of heart disease:
             cardiovascular surgery, congestive heart failure, heart valve disease, etc.

          -  Data unavailable for a 3-year follow-up study ± 6 months.

          -  Patients with severe comorbidities or limitation for physical activity, and thus,
             inability to undergo Cardiac Rehabilitation programmes.

          -  Stress test with induced significative ischemia with low charge of exercise,
             arrhythmia induced with the exercise or hypotension response to this.

          -  Ventricular arrhythmias and other malignant arrhythmias
      ","",
6490698,NCT04627298,"",All,11 Years,12 Years,No,"","
        Inclusion Criteria:

          -  preteens 11-12 who had not received any doses of HPV vaccination

          -  recruited by primary care practices in North Carolina

          -  parent signed HIPAA release

          -  willing to take baseline and postintervention surveys

          -  access to internet and mobile device or personal computer

        Exclusion Criteria:

          -  preteens who had received at least one dose of HPV vaccine
      ","",
6490700,NCT04627272,"",All,22 Years,N/A,No,"","
        Inclusion Criteria:

        A documented diagnosis of diabetes mellitus in accordance with the criteria established by
        the American Diabetes Association (ADA)7 as indicated by at least one of the following:

          -  Hemoglobin A1c (HbA1c) > 6.5%

          -  Fasting Plasma Glucose (FPG; period of fasting must be at least 8 hours) > 126 mg/dL
             (7.0 mmol/L)

          -  Oral Glucose Tolerance Test (OGTT) with 2-hour plasma glucose >200 mg/dL (11.1
             mmol/L), using the equivalent of an oral 75 g anhydrous glucose dose dissolved in
             water o Symptoms of hyperglycemia or hyperglycemic crisis with a random plasma glucose
             (RPG) ≥ 200 mg/dL (11.1 mmol/L)

               -  22 years of age or older

               -  Ability to understand the study and sign the informed consent

        Exclusion Criteria:

          -  A documented diagnosis of more than mild diabetic retinopathy in the patient record.

             o More than mild diabetic retinopathy shall be defined as moderate NPDR, severe NPDR,
             proliferative diabetic retinopathy (PDR) or any level of DME; or a documented diabetic
             eye exam report indicating more than microaneurysms [i.e. presence of intraretinal
             hemorrhages, venous beading, intraretinal microvascular abnormalities (IRMA,)
             neovascularization or DME.]

          -  They report having severe vision loss in both eyes.

          -  They report a history of laser treatment or surgery of the retina.

          -  They report that they are currently receiving treatment for DR or DME.

          -  They report a diagnosis of angle closure glaucoma.

          -  They report hypersensitivity to light which makes retinal imaging uncomfortable.

          -  They are currently pregnant or breastfeeding.

          -  They report that they have an iris supported intraocular lens or anterior chamber
             intraocular lens associated with a previous cataract surgery.

          -  They had a previous pupilloplasty surgery.
      ","",
6490701,NCT04627259,Probability Sample,All,18 Years,70 Years,No,"Voluntary patients who applied to Hacettepe University, Faculty of Physiotherapy and
        Rehabilitation, Hand Surgery and Rehabilitation Unit within the last 6 months, with a
        history of TMC OA, De Quervain, trigger finger, fracture involving the thumb bones,
        ligament and tendon injuries, will be included in the study.","
        Inclusion Criteria:

          -  able to speak, read, understand and write in Turkish

          -  having thumb pain

          -  being over the age of 18

        Exclusion Criteria:

          -  mental disorders

          -  cognitive limitations

          -  able not to speak, read, understand and write in Turkish

          -  out of age 18-80 years old.
      ","",
6490702,NCT04627246,"",All,18 Years,N/A,No,"","
        Inclusion Criteria:

          -  Signed Informed Consent Form

          -  Histologically confirmed resected adenocarcinoma of the pancreas (T1-T4, N 0-1,
             minimum 2cm - American Joint Committee on Cancer (AJCC) 8th edition).

               -  Mixed adenocarcinoma tumors are eligible provided the predominant invasive
                  component of the tumor is adenocarcinoma

               -  Both patients who received or did not receive neo-adjuvant chemotherapy are
                  eligible.

          -  No distant metastasis

          -  Appropriate amount of tumoral tissue was collected from the cytoreductive surgery and
             allowed the identification of top 10 personalized peptides (PEP) for preparation of
             PEP-DC vaccine

          -  Eastern Cooperative Oncology Group (ECOG) performance status of 1 or 2

          -  Absence of any psychological, familial, sociological or geographical condition
             potentially hampering compliance with the study protocol

          -  Adequate hematologic and end-organ function, defined by the following laboratory
             results obtained within 21 days prior registration

          -  Adequate serology defined by the following laboratory results:

               -  Negative test for human immunodeficiency viruses (HIV)

               -  Patients with active or chronic hepatitis B (defined as having a positive
                  hepatitis B surface antigen [HBsAg] test at pre-screening) are not eligible.

               -  Patients with past/resolved hepatitis B virus (HBV) infection (defined as having
                  a negative hepatitis B surface antigen (HBsAg) test and a positive antibody to
                  hepatitis B core antigen (anti-HBc) antibody test) are eligible, if hepatitis B
                  virus deoxyribonucleic acid (HBV DNA) test is negative.

               -  Hepatitis B virus deoxyribonucleic acid (HBV DNA) must be obtained in patients
                  with positive hepatitis B core antibody prior start of study treatment.

               -  Patients with active hepatitis C are not eligible. Patients positive for
                  hepatitis C virus (HCV) antibody are eligible only if Polymerase Chain Reaction
                  (PCR) is negative for hepatitis C virus ribonucleic acid (HCV RNA)

          -  No measurable tumor lesion according to radiologic criteria (New Response Evaluation
             Criteria in Solid Tumours 1.1 (RECIST 1.1))

          -  Recovery from any toxic effects of prior neo-adjuvant therapy to less than Grade 1 per
             the National Cancer Institute Common Terminology Criteria for Adverse Events v4.03
             except for toxicities described below, as long as they do not put at risk the
             patient's condition and do not require systemic immunosuppressive steroids at any
             dose, including but not limited to:

               -  Fatigue

               -  Alopecia

               -  Skin disorders

               -  Stable neuropathy

               -  Endocrinopathies requiring replacement treatment

        Note: For other medical conditions, or for any other toxicity with a higher grade but
        controlled by adequate treatment, prior discussion and agreement with the principal
        investigator is mandatory.

        Note: Patients may have undergone surgical procedures within the past 3 weeks, as long as
        all toxicities have recovered to grade 1 or less.

          -  For women of childbearing potential (sexually mature women who have not undergone a
             hysterectomy, have not been naturally post-menopausal for at least 12 consecutive
             months or have a serum follicle-stimulating hormone (FSH) less than 40 milli
             international unit per milliliter (mIU/ml):

               1. Agreement to follow instructions for methods of contraception for the couple from
                  screening until 6 months after last vaccine dose, or last chemotherapy treatment,
                  or last nivolumab treatment

               2. Women of childbearing potentia must have a negative urine pregnancy test within 7
                  days, before registration. A positive urine test must be confirmed by a serum
                  pregnancy test.

          -  For men and their female partners: agreement to follow instructions for methods of
             contraception for the couple from screening until 7 months after last vaccine dose, or
             last chemotherapy treatment, or last nivolumab treatment.

          -  Patient is able to undergo leukapheresis

        Exclusion Criteria:

          -  Pregnant or breast-feeding women

          -  Other malignancy within 2 years prior study enrollment, except for those treated with
             surgical intervention as curative intent. Patients with a predicted 5-year
             recurrence-free survival rate equal or more than 95% can be included at the
             investigator's discretion.

          -  Current, recent (within 4 weeks prior registration), or planned participation in an
             experimental drug study.

          -  Past history with cardiac problem:

               -  New York Heart Association Class II or greater congestive heart failure

               -  History of myocardial infarction or unstable angina within 6 months prior
                  registration. History of stroke or transient ischemic attack within 6 months
                  prior registration.

               -  Significant vascular disease (e.g., aortic aneurysm requiring surgical repair or
                  recent peripheral arterial thrombosis) within 6 months prior registration.

               -  Evidence of bleeding diathesis or significant coagulopathy (in the absence of
                  therapeutic anticoagulation).

          -  Known hypersensitivity to any component of the study treatment

          -  History of autoimmune disease, including but not limited to myasthenia gravis,
             myositis, autoimmune hepatitis, systemic lupus erythematosus, rheumatoid arthritis,
             inflammatory bowel disease, vascular thrombosis associated with antiphospholipid
             syndrome, Wegener's granulomatosis, Sjögren's syndrome, Guillain-Barré syndrome,
             multiple sclerosis, vasculitis, or glomerulonephritis.

        The following exceptions are considered:

          -  Patients with a history of autoimmune-related hypothyroidism on a stable dose of
             thyroid replacement hormone are eligible for this study.

          -  Patients with controlled Type I diabetes mellitus on a stable insulin regimen are
             eligible

          -  Psoriasis not requiring systemic treatment.

          -  Vitiligo.

          -  Other conditions not expected to recur in the absence of an external trigger, are
             permitted to enroll after agreement with the principal investigator.

             - Severe infections within 8 weeks prior registration including but not limited to
             hospitalization for complications of infection, bacteremia, or severe pneumonia or
             signs or symptoms of infection requiring oral or intravenous antibiotics within 8
             weeks prior registration.

          -  Patients receiving routine antibiotic prophylaxis (e.g., to prevent chronic
             obstructive pulmonary disease exacerbation or for dental extraction) are eligible.

             - Administration of a live, attenuated vaccine within 8 weeks before registration

          -  Influenza vaccination should be given during influenza season only (approximately
             October to March). Patients must not receive live, attenuated influenza vaccine within
             4 weeks prior registration or at any time during the study.

               -  Dihydropyrimidine dehydrogenase deficiency

               -  Any other diseases, metabolic dysfunction, physical examination finding, or
                  clinical laboratory finding giving reasonable suspicion of a disease or condition
                  that contraindicates the use of an investigational drug or that may affect the
                  interpretation of the results or render the patient at high risk from treatment
                  complications.

               -  Any serious or uncontrolled medical disorder or active infection that, in the
                  opinion of the investigator, may impair the ability of the subject to receive
                  protocol therapy and comply with study visits and procedures.

               -  Patients who have received prior treatment with anti-programmed cell death 1
                  (PD1), anti-programmed death ligand 1 (PD-L1) or anti-cytotoxic
                  T-lymphocyte-associated protein 4 (CTLA-4) may be enrolled, provided at least 5
                  half-lives have elapsed from the last dose to the first dose of nivolumab and
                  there was no history of severe immune-mediated adverse effects from such therapy
                  (National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events
                  (CTCAE) Grade 3 and 4).

               -  Treatment with systemic immunostimulatory agents (including but not limited to
                  interferon-alpha, interleukin-2) for any reason within 4 weeks or five half-lives
                  of the drug, whichever is shorter, prior to registration.

               -  Treatment with systemic immunosuppressive medications (including but not limited
                  to prednisone, dexamethasone, cyclophosphamide, azathioprine, methotrexate,
                  thalidomide, and anti-tumor necrosis factor agents) within 2 weeks prior
                  registration.

          -  Patients who are receiving acute, low-dose, systemic immunosuppressant medications
             (e.g., an one-time dose of dexamethasone for nausea) or physiologic replacement doses
             (i.e., prednisone 5-7.5 mg/day, or other) for adrenal insufficiency may be enrolled in
             the study.

          -  The use of inhaled corticosteroids and mineralocorticoids (e.g., fludrocortisone) is
             allowed.

               -  Treatment with Granulocyte colony-stimulating factor within 4 weeks prior
                  registration.
      ","",
6490703,NCT04627233,"",All,18 Years,70 Years,No,"","
        Inclusion Criteria:

          -  Patients hospitalized with a positive SARS-CoV-2 PCR test and presenting with one or
             more clear clinical symptoms of COVID-19 disease

          -  No contraindication to HEP-1

          -  Obtained informed consent

        Exclusion Criteria:

          -  Patients who had received any immuno-modulator therapy

          -  Active or chronic kidney/ liver diseases,

          -  Oncological diseases

          -  Other viral infection including HIV and hepatitis.

          -  Any allergic reaction or sensitivity to HEP-1

          -  Breast feeding or pregnancy
      ","",
6490704,NCT04627220,Probability Sample,All,18 Years,75 Years,Accepts Healthy Volunteers,128 patients scheduled for cardiac surgery,"
        Inclusion Criteria:

          -  patient scheduled for cardiac surgery

          -  ASA>3

          -  Aged 18-75 years

        Exclusion Criteria:

          -  those with valvular disease

          -  EF<%40

          -  BMI>40 kg/m2

          -  presence of arrhythmia that impairs hemodynamics

          -  previous history of cerebrovascular

          -  diagnosed with end-stage organ failure
      ","",
